# Dados DNS Gerados
# Total de domínios: 1000
# Formato: domínio -> ip1,ip2,ip3...

petersonltd.com -> 195.42.253.189,6.253.186.58,130.238.7.78
watch-center.com -> 106.63.71.165,175.70.16.74,76.137.250.54
digitalcup.net -> 89.37.55.87,115.12.156.81,179.114.209.36
williamsschultz.com -> 135.226.210.188
sport-institute.info -> 222.162.235.231,136.157.224.88,203.4.8.226
nice-data.org -> 189.217.149.38,171.238.133.183
cyber-window.com -> 139.29.22.0,180.27.180.31
southdianemouth-local.com -> 14.39.148.3
robert.lynch.com -> 143.227.36.245
sanderscooper.com -> 40.137.42.1,83.33.100.140
megankelley.info -> 45.232.240.194
eastclaudia.com -> 54.25.74.57,212.62.216.199
tina.santos.net -> 202.165.15.44
association-see.net -> 86.139.16.111,3.171.127.85
emily-english.net -> 14.194.24.53
millsinc.com -> 35.101.106.189,140.203.51.130
karenburgh-online.net -> 197.0.147.16,104.254.22.33
muellerharrisandweav.com -> 60.247.78.241,78.91.13.94
hollandpriceanddixon.com -> 164.154.42.253,131.1.183.228
withinstitute.net -> 58.169.5.109,202.160.20.46,194.55.23.236
manningandsons.com -> 156.91.40.124,174.241.34.65
paynemorrisonandpars.edu -> 195.45.60.236
thompsonfleming.com -> 97.99.238.179
jillwilson.org -> 81.220.249.154,2.133.48.41,108.20.139.209
accept-app.com -> 41.232.86.40,84.165.248.107,147.70.30.221
military-center.org -> 165.186.183.244
bowersllc.com -> 57.209.149.208,78.40.27.255,218.158.202.45
wardrobinson.biz -> 191.50.7.178
option-sys.net -> 86.36.251.196
allenmay.org -> 215.205.110.159
susan-fleming.net -> 39.65.133.39
imagineassociation.biz -> 122.67.59.217,87.255.80.5,15.33.0.69
williamsborough.com -> 37.69.37.213,200.171.105.139
teresaayala.biz -> 9.12.44.46
develop-sys.com -> 141.164.169.76,221.147.31.179
maryharris.biz -> 175.123.93.239
radio-foundation.info -> 161.39.103.209,180.235.142.187,85.58.211.36
northcharlesburghregion.gov -> 161.32.135.226,142.145.190.248
russellhayes.org -> 52.63.247.153,71.146.82.84
nordev.com -> 68.12.21.173,177.116.223.193,132.165.78.55
michael-shaw.info -> 51.73.84.122
policycenter.com -> 92.2.226.208
short799.com -> 74.1.52.43
none-cloud.com -> 118.65.129.107,164.184.59.87
susan463.com -> 151.225.94.200
susan-smith.edu -> 212.134.34.127,64.82.104.171
carlsonmedinaandarro.com -> 54.1.170.88,101.72.239.224,107.136.88.247
christina.king.biz -> 67.123.25.19
murraydunnandroberts.org -> 70.72.242.191
james32.edu -> 201.109.181.173,79.2.150.19
westchristineborough.com -> 60.215.98.60,51.144.47.238,137.192.214.201
arianadiaz.edu -> 59.105.99.107,109.2.237.129,115.139.94.137
jennifer203.com -> 125.112.29.25,85.56.83.206
fordhoward.org -> 38.247.29.42
brewerinc.com -> 170.143.92.152
softvote.com -> 6.27.26.196,178.114.97.58,176.152.158.141
time-foundation.info -> 8.127.197.132
hammondboroughregion.com -> 216.86.248.9
of-code.com -> 223.27.121.188
ready-society.com -> 187.180.201.71,50.159.186.240
dennis663.com -> 87.73.146.198,11.210.116.173
suttontoddandtaylor.com -> 106.86.212.209
appsimply.org -> 187.123.64.202,95.53.135.105,116.58.206.135
youngbarnett.biz -> 13.199.175.131,61.24.224.215,209.70.230.53
society-range.net -> 49.128.242.123
bethshire-area.com -> 110.14.105.111
history-association.com -> 132.251.74.2,14.5.113.83,194.228.63.179
namefoundation.com -> 54.21.2.118,31.109.114.35,208.54.12.88
warrentaylor.com -> 105.59.192.220
jasonburgh.org -> 105.228.174.58,154.137.7.209,161.208.60.61
digitalmeet.com -> 158.168.72.102,101.82.142.222
radio-association.net -> 172.45.248.48
northdavid.org -> 136.159.81.152
professional-data.com -> 80.135.83.114
blackgroup.com -> 129.49.18.20
staceyborough.com -> 31.21.209.171,213.117.72.121
jeffrey.jenkins.info -> 75.163.253.106,144.237.232.59,109.123.148.223
win-foundation.com -> 18.51.246.7,118.42.218.21
smith114.edu -> 14.183.122.249,172.197.56.48,104.159.228.205
society-understand.com -> 161.225.88.226
christopher162.net -> 208.9.213.3,221.206.210.109,13.237.16.231
institute-two.biz -> 91.116.4.252,119.182.199.18
bellshire.org -> 72.145.138.115,121.220.47.183,210.174.162.53
federal-web.com -> 154.39.68.129,120.11.51.145
newalexandrahavenregion.com -> 77.37.148.117,148.55.187.208
coxberglocal.org -> 48.59.132.199,123.99.116.60,1.141.22.69
victoriasanders.com -> 103.238.12.7,111.189.123.75,122.116.6.136
beckyschroeder.edu -> 40.214.29.87,169.199.159.25
small-society.com -> 114.150.182.123
lewisgroup.com -> 160.213.53.81,104.21.171.161,162.83.67.232
frostgraham.com -> 78.49.123.215,34.106.149.92
code-shake.com -> 57.164.42.84
jenniferton.edu -> 205.102.244.140,156.24.30.58,82.77.238.67
northkristen.com -> 11.180.236.159,130.78.211.92,32.4.180.230
millerllc.com -> 187.76.210.98
fosterwillisandholme.com -> 178.50.28.162
widecode.com -> 82.53.37.105,187.35.152.164,49.178.77.248
obrienandsons.com -> 28.237.54.30,144.181.252.68,105.180.20.153
operationapi.com -> 82.213.5.156,39.125.19.79
nancyshire.com -> 119.21.148.145
hart714.net -> 186.222.128.60,203.245.119.23
responsibilitycenter.com -> 16.224.14.147
wilsonland-area.com -> 46.26.190.119
research-dev.edu -> 148.52.238.128,54.153.33.23
nameapp.com -> 6.27.87.21
energyfoundation.edu -> 57.136.20.89
cloud-report.gov -> 186.241.155.14
newsarahfort.com -> 45.252.252.202
patricia-adams.com -> 200.194.187.68
moment-association.com -> 183.131.251.254,184.126.51.107
perezandsons.com -> 174.217.36.225
portdanielregion.com -> 223.195.233.24
sys-positive.biz -> 66.180.112.99,168.190.13.120
aipressure.com -> 49.149.57.223
whiteduran.com -> 14.93.182.228,114.13.75.161,91.21.80.60
ayerston.com -> 14.76.170.28,213.151.246.237,19.218.14.93
helen.stevens.edu -> 128.193.168.150
dev-represent.com -> 101.51.149.56,48.158.239.254,98.26.80.152
joel-ruiz.com -> 151.107.77.35,99.100.60.42
barnesllc.com -> 57.163.79.34,126.92.26.112
newgina-city.com -> 164.81.182.38,166.234.94.52,214.70.38.95
marshltd.net -> 104.39.231.137,111.254.90.75
portcrystal.com -> 13.13.56.2
evansside.info -> 209.134.213.169,42.116.49.132
lewisllc.net -> 19.20.231.178,26.181.129.160,122.225.232.106
opportunitysociety.com -> 3.7.230.101,58.90.74.108
westmichelleborough.com -> 139.43.164.232,192.185.27.131
markhavenarea.org -> 30.77.64.97
visit-institute.net -> 82.86.102.251,20.162.152.249,218.203.226.146
knowfoundation.edu -> 153.231.203.208
society-time.org -> 210.136.21.189,107.166.199.218,50.165.149.30
jennifer138.net -> 60.121.55.16
statementai.com -> 219.159.11.221
api-small.net -> 156.209.135.129,43.196.202.155,169.144.1.78
youngkingandmanning.com -> 182.189.0.108
compareassociation.com -> 38.29.141.93,94.72.173.16,4.53.254.206
warrenland.com -> 73.240.3.226,88.243.61.129,47.213.88.51
mitchellsimsandander.com -> 170.29.65.203,86.214.124.163
traditionalinstitute.com -> 223.60.168.220,24.183.158.119
officialml.org -> 21.170.72.190
ai-perhaps.com -> 155.214.171.84,12.244.95.111,223.105.176.200
portchristopher-area.com -> 58.97.140.22,122.109.183.163,72.185.37.138
guyfoundation.com -> 32.136.68.121
arroyofort.org -> 59.140.64.141,163.179.14.233
society-style.com -> 87.233.200.4,99.127.49.159,42.115.1.226
mclaughlinpriceandgr.com -> 123.96.191.10
colleenblack.com -> 164.89.143.60,49.52.97.73
itselfcenter.gov -> 96.140.54.212,98.81.23.87,93.36.87.5
webprepare.com -> 31.190.110.111,96.39.184.198
northtararegion.com -> 70.139.166.25,126.64.5.35
association-senior.org -> 16.67.53.56
davisinc.com -> 26.240.243.59
kitchencenter.com -> 63.229.183.77,198.123.90.3
same-institute.com -> 165.72.178.206
bridgesandsons.edu -> 89.29.112.59,94.22.226.129,98.0.41.169
claytonvilleregion.com -> 193.127.119.254
wiseramos.org -> 177.18.132.46,102.96.55.33,11.85.204.169
materialsociety.com -> 51.249.153.141
ericton-local.net -> 179.232.149.81
timothyportregion.com -> 102.53.86.109
robinson674.com -> 91.201.77.243
jackson265.net -> 124.122.133.108
individual-foundation.com -> 160.36.147.160,195.230.173.91
risesociety.com -> 151.196.254.230,183.245.136.98
coachsys.com -> 13.106.45.73,204.122.252.184,73.217.204.180
easttonymoutharea.com -> 192.29.99.167,167.4.254.26,176.174.236.33
howardbergonline.com -> 112.161.190.189
mannhansen.gov -> 7.235.181.90
lopez420.gov -> 61.250.45.216,124.164.49.16,73.235.239.254
shannon.weiss.net -> 7.161.244.41,88.66.63.243
jessicaandrade.com -> 151.77.2.12
kimberly.allen.com -> 188.102.83.50,99.250.251.13,180.238.165.52
campbellortizandmorr.com -> 68.68.123.138,72.78.56.185
cyber-could.biz -> 214.119.110.112
washingtoninc.com -> 88.222.205.146,144.97.76.3
diazplc.gov -> 176.107.51.141,205.171.126.224,133.30.3.39
owenton.org -> 58.158.250.44,172.119.102.0
madison-baker.com -> 68.129.61.53
christianborough-area.com -> 203.152.220.206,78.200.255.187,11.8.7.165
datacenter.net -> 11.250.238.240,139.115.16.37
society-open.biz -> 189.73.49.52
digitalskin.com -> 86.232.223.45,155.85.50.86,213.86.128.126
techstructure.com -> 99.54.99.155,15.22.147.237,206.133.111.251
shea23.com -> 171.166.61.81
jordanswansonandfran.com -> 1.109.135.253,48.66.255.10
suzannemouth.org -> 203.128.12.210
johnsonmitchellandsm.org -> 83.81.95.169
evansandsons.com -> 100.40.78.203
portlynnview-city.net -> 212.243.108.111
johnsonllc.com -> 108.61.100.62,47.253.167.208
westlisacity.org -> 89.150.75.96
hardinnavarroandcumm.com -> 162.196.53.102,19.13.56.234
physical-foundation.com -> 130.100.75.209,188.53.160.49
bar-association.com -> 186.179.81.234,59.203.164.174
robert41.info -> 215.65.69.107,176.93.171.162
digitalprotect.com -> 188.61.85.76,66.162.186.229
fernandezhernandez.edu -> 11.136.98.159,110.73.63.94
mullins93.com -> 133.195.235.76,116.162.243.135
stopinstitute.biz -> 40.117.201.12
greattech.edu -> 67.39.233.185,6.25.183.255,91.206.179.204
center-staff.com -> 136.161.184.254,22.86.231.176
fosterduncan.edu -> 2.252.39.222,116.66.150.202,186.89.99.92
glassdavisandpowers.edu -> 54.74.173.15,98.193.150.70
brittney337.biz -> 54.97.192.226
underwoodlangandhans.com -> 23.120.191.47
jenningsandsons.com -> 178.190.253.236,67.125.141.5,114.92.226.162
society-trouble.edu -> 174.77.45.215,71.31.45.187,62.39.251.101
andrewclark.biz -> 5.161.98.154,6.17.187.73,5.33.122.193
halesmithandaguilar.com -> 130.200.104.194,120.123.26.250
jamesview.org -> 64.136.140.23,81.93.38.50,151.13.212.149
northkellyfurtonline.gov -> 118.23.90.37,9.151.250.15
rebecca495.com -> 133.162.33.112,99.169.244.179
housesmithandwright.com -> 13.86.77.29,21.6.47.225
reedllc.net -> 51.89.80.13,116.105.255.86
lakejonathanfurt.biz -> 208.241.98.117,206.61.214.69
association-down.org -> 110.73.25.130,133.158.110.248
mlshow.com -> 46.142.46.17,41.198.164.103
lastcode.com -> 195.81.48.4,20.55.122.48,102.141.231.1
portdevin-region.edu -> 136.167.250.22
digitallaw.com -> 198.165.40.181
westcarloslocal.org -> 9.228.234.19,97.42.7.223
jessica81.edu -> 221.63.209.33,203.205.168.56
level-cloud.com -> 184.194.240.44,107.1.198.171
andersoninc.com -> 184.138.35.116,142.199.64.96
eastgrace.edu -> 62.128.166.155,94.0.56.158,187.247.121.180
portpaulcity.org -> 21.61.188.236,96.66.1.145
issue-digital.edu -> 176.122.255.44,221.55.168.27,115.62.206.107
digital-sometimes.net -> 102.181.83.252
withindev.net -> 201.193.211.250
center-trial.biz -> 148.203.23.0
claychestercity.com -> 34.173.72.31,152.88.12.230,188.156.225.243
code-population.com -> 204.78.223.93,15.57.202.250
stephen124.com -> 215.220.243.166,14.84.108.102,196.40.49.147
angelablack.net -> 131.39.168.24
westscott-online.com -> 217.38.54.90,29.132.207.106
christieton-local.com -> 137.26.116.48,30.116.79.143
lakevincentburghregion.com -> 180.84.110.170,52.179.149.120
shannon.white.net -> 140.236.116.55
us-ml.com -> 24.0.172.151
heatherburgh-local.com -> 179.244.19.0
benefit-society.com -> 92.194.241.149,133.117.169.150
acostahavencity.com -> 138.59.203.209
pierceton.com -> 186.185.230.247,1.76.216.143
institute-commercial.org -> 213.185.70.203,177.164.85.230,51.207.37.220
robertsburgharea.org -> 72.107.168.230,203.128.231.136
preventassociation.org -> 176.100.1.137,31.244.224.144,4.11.198.241
political-ml.gov -> 215.156.179.17,119.156.132.44
ortizmiller.com -> 143.169.97.106
nicoleramirez.com -> 141.73.239.59,73.125.7.117,86.86.87.73
benjamin-nash.com -> 147.25.170.147
institute-glass.com -> 209.145.170.58,75.104.107.246,108.140.210.156
guerrerogravesandarm.org -> 3.210.68.20,187.134.170.86
northkaylamouthlocal.org -> 56.64.138.213
portronaldsidecity.org -> 94.33.220.251,81.144.18.202,58.123.2.117
network-cyber.biz -> 101.107.8.186
institute-population.edu -> 69.156.97.142,25.48.163.111,52.65.89.62
sysevent.info -> 13.169.98.31,223.226.123.204
association-nature.net -> 191.237.126.197
travis.white.biz -> 146.151.91.58
tiffanysmith.com -> 71.140.24.83,182.162.116.71
gutierrezmouth.com -> 45.150.241.216,76.224.64.7,144.72.96.104
parkerplc.com -> 4.12.142.140,85.84.129.196
matthew-ramsey.org -> 129.221.15.37,173.141.88.10,53.160.193.224
hendrickston-city.net -> 158.208.210.156,111.94.176.232
huangfordandolsen.net -> 209.202.239.61
evans189.com -> 186.24.153.105,2.19.42.236
data-detail.com -> 149.58.227.136
lauren-barron.com -> 41.142.54.47
marymouth-area.biz -> 196.169.243.231,152.238.167.97,96.239.76.61
thorntonedwards.com -> 90.124.214.203
wiley658.info -> 51.94.68.203
warrenandsons.org -> 66.100.174.33
gentrygroup.com -> 15.184.253.9,212.238.52.132
foundation-customer.edu -> 62.241.52.78
kimberlyberg-region.com -> 179.36.224.116,173.15.206.3,102.37.110.7
stephenreeves.info -> 8.16.213.131
sarahland.org -> 34.243.244.63
dakota886.edu -> 176.184.40.132
participantml.net -> 182.183.14.77
full-api.com -> 103.37.113.235
flores258.com -> 19.195.203.178,124.161.70.162,124.15.159.116
preventsociety.com -> 2.104.213.17,103.102.185.204
oftenfoundation.org -> 41.15.68.91,206.68.33.218
eastcharlesonline.org -> 149.173.229.231,4.103.227.33
johnsonltd.com -> 88.140.229.130,91.75.54.254
center-including.com -> 111.34.37.52,147.255.7.21,44.174.113.80
cyber-sell.edu -> 178.131.114.19
terri.campos.net -> 20.55.170.189,93.248.59.128,83.221.117.22
ruizburycity.com -> 80.131.239.187,220.139.228.231
foundation-cover.gov -> 149.36.23.222
chavezjohnson.com -> 27.63.0.209,21.119.52.204
katrinashire.com -> 70.150.112.250,38.216.200.23
gasinstitute.info -> 2.72.160.76,167.96.39.43,58.117.213.9
john.sanchez.org -> 111.183.206.124
jonesclark.com -> 155.151.239.220,166.247.53.115,149.230.158.85
bensonthompsonandcal.edu -> 191.146.121.184,93.160.74.181,38.63.246.43
thompsonfurtregion.com -> 70.245.172.15
cervanteswiseandgray.com -> 17.247.169.144
eastlisashire-region.com -> 208.1.130.148,180.198.97.136
carter292.com -> 156.158.68.7
deal-cloud.org -> 103.68.50.49
ashleyportlocal.org -> 221.233.72.169,187.4.55.63,196.8.80.105
populationcode.com -> 197.157.229.237,168.150.159.95,67.102.112.28
a-web.com -> 150.253.221.51,82.15.183.90
cloud-tree.com -> 91.161.58.12
garrettfurt.org -> 59.218.39.89
institute-offer.com -> 101.88.201.53,22.5.244.72
cruzmiddletonandlars.net -> 106.2.63.212,68.151.124.129,137.55.58.129
barrettbergonline.org -> 90.157.96.56,221.159.94.91,157.20.204.17
arnold38.com -> 27.94.173.68,118.203.221.147,159.225.205.188
lakewalterregion.net -> 55.124.111.219
johnson791.net -> 27.203.101.91
budgetdata.com -> 133.31.193.4,81.226.5.251
miller988.org -> 210.212.141.112,113.63.210.210,147.255.254.214
chloe.berger.org -> 8.44.43.54,31.3.243.167
audrey754.info -> 50.219.5.57
figureapp.com -> 108.221.121.98
jessica-elliott.com -> 94.72.67.31,131.77.189.121,146.172.21.166
webermitchellandmill.com -> 12.114.17.148,122.63.110.54
hodgesmith.net -> 75.44.223.136,212.214.26.89
center-reason.com -> 21.156.223.33
everydigital.com -> 183.142.234.171
todd-lloyd.edu -> 218.248.156.88
becomeai.com -> 194.157.217.147
mullins79.org -> 56.133.206.223
alexander371.net -> 141.126.173.74
becky-wilkinson.net -> 80.235.219.17,179.182.57.208
cloudarea.org -> 110.97.66.58,31.61.146.177
techskin.com -> 200.239.68.233,56.246.234.50
thomas645.com -> 208.97.46.152,60.185.122.36
gregorynixon.com -> 130.160.8.89,86.165.30.144,202.221.19.9
matthewviewregion.biz -> 164.21.227.128,153.8.169.207
main-foundation.com -> 183.188.204.255,182.60.212.200,32.173.79.79
coderemember.edu -> 68.89.83.44,70.64.178.78
lakeseanburylocal.org -> 184.15.136.110
society-data.org -> 69.226.93.183
artcode.com -> 205.188.14.152,200.124.182.141
northmelissaberg.org -> 43.211.63.190
lakejackport.gov -> 18.108.64.35,145.176.68.169
schwartzcontreras.com -> 184.60.25.245,105.47.23.139
kimberlyfurt.gov -> 35.216.0.60,122.30.8.155,105.28.65.148
data-million.com -> 192.182.107.225
whitefort.info -> 91.153.168.156,113.179.50.228
whiledigital.com -> 24.73.178.134
dakotajones.com -> 144.9.197.69,176.153.184.157,212.195.106.9
webread.com -> 130.107.230.32,145.13.75.155
gravesgroup.org -> 159.103.74.206
grahamanthony.com -> 178.62.65.179
nowsociety.com -> 118.38.153.164,201.237.162.204
newamandastad-city.edu -> 51.97.137.4,37.205.124.218
historyassociation.biz -> 13.112.229.175
stevens566.com -> 182.127.246.128
newbenjamin-region.biz -> 44.57.101.80,56.247.121.204
apiwar.edu -> 86.254.34.89,30.3.246.125
jill.taylor.com -> 97.232.106.228,18.4.9.28
association-structure.org -> 6.118.59.155,15.48.92.210
tammysmith.edu -> 53.157.46.120,160.175.94.74,45.140.34.152
ai-surface.com -> 157.85.240.163
foundation-yard.com -> 137.136.116.203
sit-ai.net -> 132.156.50.77,73.15.209.127
tracy656.com -> 209.119.53.30,114.22.174.188,67.50.131.1
loriville.com -> 21.118.73.151,172.130.252.53
northtylerburylocal.com -> 76.248.18.142
ronald.cain.com -> 197.155.168.37
digital-garden.com -> 72.202.1.71
copelandmcguire.net -> 181.140.226.23
brownhill.com -> 181.96.172.44,138.143.117.218
sanchezshire-area.com -> 70.101.223.139,166.4.161.254,176.128.11.40
nichole.miller.com -> 69.180.125.114,146.40.168.92
steelesparks.com -> 20.15.128.178,103.21.115.217
coleallenandthompson.org -> 139.133.32.175,178.209.17.208
foundation-product.biz -> 174.104.219.108,32.74.224.39,2.196.130.47
newtiffanystadcity.com -> 215.4.79.97
softmajority.net -> 182.168.211.150,124.198.94.69,73.140.199.49
ml-reveal.gov -> 171.229.204.122,21.28.192.38,130.194.103.243
arm-dev.com -> 146.62.127.67,101.128.181.28
matthew.trujillo.edu -> 177.98.219.88,67.91.114.208
association-wish.com -> 5.67.173.106,167.194.207.188,9.34.61.144
patty295.org -> 148.220.186.251,52.216.5.185,113.195.26.175
perezyoung.org -> 44.204.19.140
how-center.gov -> 210.90.90.252
thomas.washington.com -> 212.163.91.225
direction-institute.com -> 207.163.210.65
southnathaniel.net -> 22.54.132.97
howardnelsonandroger.org -> 67.209.85.118,126.56.227.80
ellisburghonline.biz -> 183.9.10.86,213.4.104.133,162.184.14.68
participantassociation.com -> 194.235.55.20,95.79.69.178,214.237.25.11
hoodview-city.com -> 91.102.41.5,183.228.151.77,118.242.174.200
newsophia-city.com -> 208.41.152.116,34.212.145.188
esparzaltd.com -> 177.19.107.105,57.60.138.159
pachecovilleonline.com -> 23.178.69.42,64.203.137.204,154.6.7.214
anderson124.com -> 37.206.131.37,83.130.113.101
warnerplc.org -> 176.199.254.195
fordtaylor.com -> 139.214.38.160,165.237.62.0
institute-produce.com -> 16.11.43.197
southpatriciamouth-city.com -> 12.190.213.35,49.68.58.171
save-api.com -> 200.212.30.49,161.75.155.180
codepressure.biz -> 209.193.4.104,13.210.231.185
rodriguezllc.net -> 17.78.215.178,43.55.148.199,132.73.211.44
easttina-region.com -> 113.209.33.218,141.109.67.177,183.54.200.33
lukehurst.com -> 14.196.81.84,124.64.227.217
michaelfortarea.com -> 9.246.158.43,25.90.58.198
association-live.com -> 132.51.62.23
jacob-henson.com -> 89.0.241.47,217.58.89.88
ball-api.com -> 81.169.11.184
lakeearlberg-city.com -> 208.185.224.243
robertsidelocal.org -> 207.202.142.169,60.104.51.254
joan-smith.com -> 96.45.33.136,215.111.59.67
dev-they.org -> 201.87.240.60,53.240.79.223
diana-buchanan.com -> 30.63.138.38,20.56.248.30
watersys.com -> 162.191.111.108
center-strategy.com -> 123.223.186.218
web-hot.net -> 194.48.116.96,108.140.212.44,21.82.216.164
lakeamanda-area.com -> 97.103.34.204
schwartzestradaandhe.com -> 112.168.142.108
free-foundation.com -> 156.55.132.255
woodharris.info -> 148.72.206.126,192.210.239.214
westcantrell.com -> 9.241.159.133
southsarah.org -> 109.76.236.238,146.234.103.94,25.70.67.165
yet-institute.net -> 180.180.232.103,167.18.221.64
matthew.rodriguez.com -> 17.72.87.199,71.122.229.231
footsociety.biz -> 78.26.116.242,18.245.154.253
generalassociation.com -> 76.125.85.88,142.55.154.219,184.228.199.132
northchristopherlocal.org -> 168.44.188.171,193.201.241.228
southlouisregion.org -> 131.150.72.186,219.141.215.235
society-information.com -> 110.215.157.139
hopecenter.com -> 32.199.187.229
cooperparker.com -> 18.205.155.166,119.27.134.206,189.76.172.221
linda353.com -> 166.200.4.68,189.65.19.84
soft-chair.com -> 172.176.73.166,83.104.35.146,26.187.187.231
attorney-association.net -> 207.1.148.247,90.52.154.100
nelson904.com -> 111.100.215.231
sys-see.com -> 136.195.105.160
collier783.edu -> 63.101.193.63,83.83.218.5
theyassociation.com -> 159.159.87.162,3.218.147.30,112.10.5.134
ericevans.org -> 158.62.29.87,82.105.127.67
keyassociation.com -> 107.234.127.65
wilsonllc.biz -> 18.34.156.27
reeseperkinsandcunni.com -> 223.59.185.186
ruleapi.com -> 165.248.162.227
music-app.com -> 176.143.186.176,170.166.193.108,137.90.79.132
digital-front.org -> 20.85.254.160
martinnelson.edu -> 54.200.114.124,82.170.159.230,9.58.174.156
leeburtonandduran.com -> 138.178.90.216
moniqueport.com -> 125.115.57.37,86.129.24.114,82.2.191.167
hotelsys.com -> 189.47.15.24,42.111.17.205,73.228.58.75
wesley395.com -> 161.210.206.200,36.227.190.51,72.102.27.143
sandramendoza.com -> 55.52.82.200,92.72.181.232,218.242.8.162
consider-cyber.info -> 129.215.50.58
olsenwalkerandvincen.net -> 78.128.50.15,45.110.8.249
zavalagroup.com -> 135.38.116.217,94.254.8.61
katherinewilliams.edu -> 67.203.0.109
